CITY_TR,DISTRICT_TR,CITY_EN,DISTRICT_EN,CITY,DISTRICT,DISSOLVEDC,DISTRICTCODE,INSHP,CITYDATE,DISTRICTDATE,DISTRICTFROM,DISSOLVE,CENTRALOLD,CENTRALDISTRICT,DISTRICTCOUNT,CITYCODE,ISO31662,NUTS,AREA,POP2000,POP2014,FROM,FROMDATE,METROPOL,METROPOLDATE
Balıkesir,Edremit,Balikesir,Edremit,Balikesir,Edremit,1294,1294,1,,,,,0,0,20,10,TR-10,TR221,14472.73,1076347,1189057,NA,NA,1,2013
Balıkesir,Erdek,Balikesir,Erdek,Balikesir,Erdek,1310,1310,1,,,,,0,0,20,10,TR-10,TR221,14472.73,1076347,1189057,NA,NA,1,2013
Balıkesir,Gömeç,Balikesir,Gomec,Balikesir,Gomec,1928,1928,1,,05/20/90,,,0,0,20,10,TR-10,TR221,14472.73,1076347,1189057,NA,NA,1,2013
Balıkesir,Gönen,Balikesir,Gonen,Balikesir,Gonen,1360,1360,1,,,,,0,0,20,10,TR-10,TR221,14472.73,1076347,1189057,NA,NA,1,2013
Balıkesir,Havran,Balikesir,Havran,Balikesir,Havran,1384,1384,1,,,,,0,0,20,10,TR-10,TR221,14472.73,1076347,1189057,NA,NA,1,2013
Balıkesir,İvrindi,Balikesir,Ivrindi,Balikesir,Ivrindi,1418,1418,1,,,,,0,0,20,10,TR-10,TR221,14472.73,1076347,1189057,NA,NA,1,2013
Balıkesir,Karesi,Balikesir,Karesi,Balikesir,Merkez,1168,2078,1,,12/06/12,Merkez,8,0,1,20,10,TR-10,TR221,14472.73,1076347,1189057,NA,NA,1,2013
Balıkesir,Kepsut,Balikesir,Kepsut,Balikesir,Kepsut,1462,1462,1,,,,,0,0,20,10,TR-10,TR221,14472.73,1076347,1189057,NA,NA,1,2013
Balıkesir,Manyas,Balikesir,Manyas,Balikesir,Manyas,1514,1514,1,,,,,0,0,20,10,TR-10,TR221,14472.73,1076347,1189057,NA,NA,1,2013
Balıkesir,Marmara,Balikesir,Marmara,Balikesir,Marmara,1824,1824,1,,,,,0,0,20,10,TR-10,TR221,14472.73,1076347,1189057,NA,NA,1,2013
Balıkesir,Merkez,Balikesir,Merkez,Balikesir,Merkez,1168,1168,0,,,,8,1,0,20,10,TR-10,TR221,14472.73,1076347,1189057,NA,NA,1,2013
Balıkesir,Savaştepe,Balikesir,Savastepe,Balikesir,Savastepe,1608,1608,1,,,,,0,0,20,10,TR-10,TR221,14472.73,1076347,1189057,NA,NA,1,2013
Balıkesir,Sındırgı,Balikesir,Sindirgi,Balikesir,Sindirgi,1619,1619,1,,,,,0,0,20,10,TR-10,TR221,14472.73,1076347,1189057,NA,NA,1,2013
Balıkesir,Susurluk,Balikesir,Susurluk,Balikesir,Susurluk,1644,1644,1,,,,,0,0,20,10,TR-10,TR221,14472.73,1076347,1189057,NA,NA,1,2013
Bartın,Amasra,Bartin,Amasra,Bartin,Amasra,1761,1761,1,,,,,0,0,4,74,TR-74,TR813,2080.36,184178,189405,Zonguldak,09/07/91,0,NA
Bartın,Kurucaşile,Bartin,Kurucasile,Bartin,Kurucasile,1496,1496,1,,,,,0,0,4,74,TR-74,TR813,2080.36,184178,189405,Zonguldak,09/07/91,0,NA
Bartın,Merkez,Bartin,Merkez,Bartin,Merkez,1172,1172,1,,,,,0,0,4,74,TR-74,TR813,2080.36,184178,189405,Zonguldak,09/07/91,0,NA
Bartın,Ulus,Bartin,Ulus,Bartin,Ulus,1701,1701,1,,,,,0,0,4,74,TR-74,TR813,2080.36,184178,189405,Zonguldak,09/07/91,0,NA
Batman,Beşiri,Batman,Besiri,Batman,Besiri,1184,1184,1,05/18/90,,,,0,0,6,72,TR-72,TRC32,4659.21,456734,557593,Siirt,05/16/90,0,NA
Batman,Gercüş,Batman,Gercus,Batman,Gercus,1345,1345,1,05/18/90,,,,0,0,6,72,TR-72,TRC32,4659.21,456734,557593,Siirt,05/16/90,0,NA
Batman,Hasankeyf,Batman,Hasankeyf,Batman,Hasankeyf,1941,1941,1,05/18/90,05/18/90,,,0,0,6,72,TR-72,TRC32,4659.21,456734,557593,Siirt,05/16/90,0,NA
Batman,Kozluk,Batman,Kozluk,Batman,Kozluk,1487,1487,1,05/18/90,,,,0,0,6,72,TR-72,TRC32,4659.21,456734,557593,Siirt,05/16/90,0,NA
Batman,Merkez,Batman,Merkez,Batman,Merkez,1174,1174,1,05/18/90,,,,0,0,6,72,TR-72,TRC32,4659.21,456734,557593,Siirt,05/16/90,0,NA
Batman,Sason,Batman,Sason,Batman,Sason,1607,1607,1,05/18/90,,,,0,0,6,72,TR-72,TRC32,4659.21,456734,557593,Siirt,05/16/90,0,NA
Bayburt,Aydıntepe,Bayburt,Aydintepe,Bayburt,Aydintepe,1767,1767,1,,,,,0,0,3,69,TR-69,TRA13,3739.08,97358,80607,Gumushane,06/21/89,0,NA
Bayburt,Demirözü,Bayburt,Demirozu,Bayburt,Demirozu,1788,1788,1,,,,,0,0,3,69,TR-69,TRA13,3739.08,97358,80607,Gumushane,06/21/89,0,NA
Bayburt,Merkez,Bayburt,Merkez,Bayburt,Merkez,1176,1176,1,,,,,0,0,3,69,TR-69,TRA13,3739.08,97358,80607,Gumushane,06/21/89,0,NA
Bilecik,Bozüyük,Bilecik,Bozuyuk,Bilecik,Bozuyuk,1210,1210,1,,,,,0,0,8,11,TR-11,TR413,4306.77,194326,209925,NA,NA,0,NA
Bilecik,Gölpazarı,Bilecik,Golpazari,Bilecik,Golpazari,1359,1359,1,,,,,0,0,8,11,TR-11,TR413,4306.77,194326,209925,NA,NA,0,NA
Bilecik,İnhisar,Bilecik,Inhisar,Bilecik,Inhisar,1948,1948,1,,05/20/90,,,0,0,8,11,TR-11,TR413,4306.77,194326,209925,NA,NA,0,NA
Bilecik,Merkez,Bilecik,Merkez,Bilecik,Merkez,1192,1192,1,,,,,0,0,8,11,TR-11,TR413,4306.77,194326,209925,NA,NA,0,NA
Bilecik,Osmaneli,Bilecik,Osmaneli,Bilecik,Osmaneli,1559,1559,1,,,,,0,0,8,11,TR-11,TR413,4306.77,194326,209925,NA,NA,0,NA
Bilecik,Pazaryeri,Bilecik,Pazaryeri,Bilecik,Pazaryeri,1571,1571,1,,,,,0,0,8,11,TR-11,TR413,4306.77,194326,209925,NA,NA,0,NA
Bilecik,Söğüt,Bilecik,Sogut,Bilecik,Sogut,1636,1636,1,,,,,0,0,8,11,TR-11,TR413,4306.77,194326,209925,NA,NA,0,NA
Bilecik,Yenipazar,Bilecik,Yenipazar,Bilecik,Yenipazar,1857,1857,1,,,,,0,0,8,11,TR-11,TR413,4306.77,194326,209925,NA,NA,0,NA
Bingöl,Adaklı,Bingol,Adakli,Bingol,Adakli,1750,1750,1,,,,,0,0,8,12,TR-12,TRB13,8253.51,253739,266019,NA,NA,0,NA
Bingöl,Genç,Bingol,Genc,Bingol,Genc,1344,1344,1,,,,,0,0,8,12,TR-12,TRB13,8253.51,253739,266019,NA,NA,0,NA
Bingöl,Karlıova,Bingol,Karliova,Bingol,Karliova,1446,1446,1,,,,,0,0,8,12,TR-12,TRB13,8253.51,253739,266019,NA,NA,0,NA
Bingöl,Kiğı,Bingol,Kigi,Bingol,Kigi,1475,1475,1,,,,,0,0,8,12,TR-12,TRB13,8253.51,253739,266019,NA,NA,0,NA
Bingöl,Merkez,Bingol,Merkez,Bingol,Merkez,1193,1193,1,,,,,0,0,8,12,TR-12,TRB13,8253.51,253739,266019,NA,NA,0,NA
Bingöl,Solhan,Bingol,Solhan,Bingol,Solhan,1633,1633,1,,,,,0,0,8,12,TR-12,TRB13,8253.51,253739,266019,NA,NA,0,NA
Bingöl,Yayladere,Bingol,Yayladere,Bingol,Yayladere,1855,1855,1,,,,,0,0,8,12,TR-12,TRB13,8253.51,253739,266019,NA,NA,0,NA
Bingöl,Yedisu,Bingol,Yedisu,Bingol,Yedisu,1996,1996,1,,05/20/90,,,0,0,8,12,TR-12,TRB13,8253.51,253739,266019,NA,NA,0,NA
Bitlis,Adilcevaz,Bitlis,Adilcevaz,Bitlis,Adilcevaz,1106,1106,1,,,,,0,0,7,13,TR-13,TRB23,7094.5,388678,338023,NA,NA,0,NA
Bitlis,Ahlat,Bitlis,Ahlat,Bitlis,Ahlat,1112,1112,1,,,,,0,0,7,13,TR-13,TRB23,7094.5,388678,338023,NA,NA,0,NA
Bitlis,Güroymak,Bitlis,Guroymak,Bitlis,Guroymak,1798,1798,1,,,,,0,0,7,13,TR-13,TRB23,7094.5,388678,338023,NA,NA,0,NA
Bitlis,Hizan,Bitlis,Hizan,Bitlis,Hizan,1394,1394,1,,,,,0,0,7,13,TR-13,TRB23,7094.5,388678,338023,NA,NA,0,NA
Bitlis,Merkez,Bitlis,Merkez,Bitlis,Merkez,1196,1196,1,,,,,0,0,7,13,TR-13,TRB23,7094.5,388678,338023,NA,NA,0,NA
Bitlis,Mutki,Bitlis,Mutki,Bitlis,Mutki,1537,1537,1,,,,,0,0,7,13,TR-13,TRB23,7094.5,388678,338023,NA,NA,0,NA
Bitlis,Tatvan,Bitlis,Tatvan,Bitlis,Tatvan,1669,1669,1,,,,,0,0,7,13,TR-13,TRB23,7094.5,388678,338023,NA,NA,0,NA
Bolu,Dörtdivan,Bolu,Dortdivan,Bolu,Dortdivan,1916,1916,1,,05/20/90,,,0,0,9,14,TR-14,TR424,8323.39,270654,284789,NA,NA,0,NA
Bolu,Gerede,Bolu,Gerede,Bolu,Gerede,1346,1346,1,,,,,0,0,9,14,TR-14,TR424,8323.39,270654,284789,NA,NA,0,NA
Bolu,Göynük,Bolu,Goynuk,Bolu,Goynuk,1364,1364,1,,,,,0,0,9,14,TR-14,TR424,8323.39,270654,284789,NA,NA,0,NA
Bolu,Kıbrıscık,Bolu,Kibriscik,Bolu,Kibriscik,1466,1466,1,,,,,0,0,9,14,TR-14,TR424,8323.39,270654,284789,NA,NA,0,NA
Bolu,Mengen,Bolu,Mengen,Bolu,Mengen,1522,1522,1,,,,,0,0,9,14,TR-14,TR424,8323.39,270654,284789,NA,NA,0,NA
Bolu,Merkez,Bolu,Merkez,Bolu,Merkez,1199,1199,1,,,,,0,0,9,14,TR-14,TR424,8323.39,270654,284789,NA,NA,0,NA
Bolu,Mudurnu,Bolu,Mudurnu,Bolu,Mudurnu,1531,1531,1,,,,,0,0,9,14,TR-14,TR424,8323.39,270654,284789,NA,NA,0,NA
Bolu,Seben,Bolu,Seben,Bolu,Seben,1610,1610,1,,,,,0,0,9,14,TR-14,TR424,8323.39,270654,284789,NA,NA,0,NA
Bolu,Yeniçağa,Bolu,Yenicaga,Bolu,Yenicaga,1997,1997,1,,05/20/90,,,0,0,9,14,TR-14,TR424,8323.39,270654,284789,NA,NA,0,NA
Burdur,Ağlasun,Burdur,Aglasun,Burdur,Aglasun,1109,1109,1,,,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Burdur,Altınyayla,Burdur,Altinyayla,Burdur,Altinyayla,1874,1874,1,,05/20/90,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Burdur,Bucak,Burdur,Bucak,Burdur,Bucak,1211,1211,1,,,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Burdur,Çavdır,Burdur,Cavdir,Burdur,Cavdir,1899,1899,1,,05/20/90,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Burdur,Çeltikçi,Burdur,Celtikci,Burdur,Celtikci,1903,1903,1,,05/20/90,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Burdur,Gölhisar,Burdur,Golhisar,Burdur,Golhisar,1357,1357,1,,,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Burdur,Karamanlı,Burdur,Karamanli,Burdur,Karamanli,1813,1813,1,,,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Burdur,Kemer,Burdur,Kemer,Burdur,Kemer,1816,1816,1,,,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Burdur,Merkez,Burdur,Merkez,Burdur,Merkez,1215,1215,1,,,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Burdur,Tefenni,Burdur,Tefenni,Burdur,Tefenni,1672,1672,1,,,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Burdur,Yeşilova,Burdur,Yesilova,Burdur,Yesilova,1728,1728,1,,,,,0,0,11,15,TR-15,TR613,7134.95,256803,256898,NA,NA,0,NA
Bursa,Büyükorhan,Bursa,Buyukorhan,Bursa,Buyukorhan,1783,1783,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Gemlik,Bursa,Gemlik,Bursa,Gemlik,1343,1343,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Gürsu,Bursa,Gursu,Bursa,Gursu,1935,1935,1,,05/20/90,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Harmancık,Bursa,Harmancik,Bursa,Harmancik,1799,1799,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,İnegöl,Bursa,Inegol,Bursa,Inegol,1411,1411,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,İznik,Bursa,Iznik,Bursa,Iznik,1420,1420,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Karacabey,Bursa,Karacabey,Bursa,Karacabey,1434,1434,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Keles,Bursa,Keles,Bursa,Keles,1457,1457,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Kestel,Bursa,Kestel,Bursa,Kestel,1960,1960,1,,05/20/90,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Mudanya,Bursa,Mudanya,Bursa,Mudanya,1530,1530,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Mustafakemalpaşa,Bursa,Mustafakemalpasa,Bursa,Mustafakemalpasa,1535,1535,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Nilüfer,Bursa,Nilufer,Bursa,Nilufer,1829,1829,1,,,,,0,1,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Orhaneli,Bursa,Orhaneli,Bursa,Orhaneli,1553,1553,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Orhangazi,Bursa,Orhangazi,Bursa,Orhangazi,1554,1554,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Osmangazi,Bursa,Osmangazi,Bursa,Osmangazi,1832,1832,1,,,,,0,1,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Yenişehir,Bursa,Yenisehir,Bursa,Yenisehir,1725,1725,1,,,,,0,0,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Bursa,Yıldırım,Bursa,Yildirim,Bursa,Yildirim,1859,1859,1,,,,,0,1,17,16,TR-16,TR411,10886.38,2125140,2787539,NA,NA,1,1987
Çanakkale,Ayvacık,Canakkale,Ayvacik,Canakkale,Ayvacik,1160,1160,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Bayramiç,Canakkale,Bayramic,Canakkale,Bayramic,1180,1180,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Biga,Canakkale,Biga,Canakkale,Biga,1190,1190,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Bozcaada,Canakkale,Bozcaada,Canakkale,Bozcaada,1205,1205,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Çan,Canakkale,Can,Canakkale,Can,1229,1229,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Eceabat,Canakkale,Eceabat,Canakkale,Eceabat,1293,1293,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Ezine,Canakkale,Ezine,Canakkale,Ezine,1326,1326,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Gelibolu,Canakkale,Gelibolu,Canakkale,Gelibolu,1340,1340,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Gökçeada,Canakkale,Gokceada,Canakkale,Gokceada,1408,1408,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Lapseki,Canakkale,Lapseki,Canakkale,Lapseki,1503,1503,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Merkez,Canakkale,Merkez,Canakkale,Merkez,1230,1230,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çanakkale,Yenice,Canakkale,Yenice,Canakkale,Yenice,1722,1722,1,,,,,0,0,12,17,TR-17,TR222,9950.43,464975,511790,NA,NA,0,NA
Çankırı,Atkaracalar,Cankiri,Atkaracalar,Cankiri,Atkaracalar,1765,1765,1,,,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Bayramören,Cankiri,Bayramoren,Cankiri,Bayramoren,1885,1885,1,,05/20/90,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Çerkeş,Cankiri,Cerkes,Cankiri,Cerkes,1248,1248,1,,,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Eldivan,Cankiri,Eldivan,Cankiri,Eldivan,1300,1300,1,,,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Ilgaz,Cankiri,Ilgaz,Cankiri,Ilgaz,1399,1399,1,,,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Kızılırmak,Cankiri,Kizilirmak,Cankiri,Kizilirmak,1817,1817,1,,,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Korgun,Cankiri,Korgun,Cankiri,Korgun,1963,1963,1,,05/20/90,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Kurşunlu,Cankiri,Kursunlu,Cankiri,Kursunlu,1494,1494,1,,,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Merkez,Cankiri,Merkez,Cankiri,Merkez,1232,1232,1,,,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Orta,Cankiri,Orta,Cankiri,Orta,1555,1555,1,,,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Şabanözü,Cankiri,Sabanozu,Cankiri,Sabanozu,1649,1649,1,,,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çankırı,Yapraklı,Cankiri,Yaprakli,Cankiri,Yaprakli,1718,1718,1,,,,,0,0,12,18,TR-18,TR822,7491.89,270355,183550,NA,NA,0,NA
Çorum,Alaca,Corum,Alaca,Corum,Alaca,1124,1124,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Bayat,Corum,Bayat,Corum,Bayat,1177,1177,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Boğazkale,Corum,Bogazkale,Corum,Bogazkale,1778,1778,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Dodurga,Corum,Dodurga,Corum,Dodurga,1911,1911,1,,05/20/90,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,İskilip,Corum,Iskilip,Corum,Iskilip,1414,1414,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Kargı,Corum,Kargi,Corum,Kargi,1445,1445,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Laçin,Corum,Lacin,Corum,Lacin,1972,1972,1,,05/20/90,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Mecitözü,Corum,Mecitozu,Corum,Mecitozu,1520,1520,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Merkez,Corum,Merkez,Corum,Merkez,1259,1259,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Oğuzlar,Corum,Oguzlar,Corum,Oguzlar,1976,1976,1,,05/20/90,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Ortaköy,Corum,Ortakoy,Corum,Ortakoy,1556,1556,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Osmancık,Corum,Osmancik,Corum,Osmancik,1558,1558,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Sungurlu,Corum,Sungurlu,Corum,Sungurlu,1642,1642,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Çorum,Uğurludağ,Corum,Ugurludag,Corum,Ugurludag,1850,1850,1,,,,,0,0,14,19,TR-19,TR833,12796.21,597065,527220,NA,NA,0,NA
Denizli,Acıpayam,Denizli,Acipayam,Denizli,Acipayam,1102,1102,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Babadağ,Denizli,Babadag,Denizli,Babadag,1769,1769,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Baklan,Denizli,Baklan,Denizli,Baklan,1881,1881,1,,05/20/90,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Bekilli,Denizli,Bekilli,Denizli,Bekilli,1774,1774,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Beyağaç,Denizli,Beyagac,Denizli,Beyagac,1888,1888,1,,05/20/90,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Bozkurt,Denizli,Bozkurt,Denizli,Bozkurt,1889,1889,1,,05/20/90,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Buldan,Denizli,Buldan,Denizli,Buldan,1214,1214,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Çal,Denizli,Cal,Denizli,Cal,1224,1224,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Çameli,Denizli,Cameli,Denizli,Cameli,1226,1226,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Çardak,Denizli,Cardak,Denizli,Cardak,1233,1233,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Çivril,Denizli,Civril,Denizli,Civril,1257,1257,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Güney,Denizli,Guney,Denizli,Guney,1371,1371,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Honaz,Denizli,Honaz,Denizli,Honaz,1803,1803,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Kale,Denizli,Kale,Denizli,Kale,1426,1426,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Merkez,Denizli,Merkez,Denizli,Merkez,1271,1271,0,,,,9,1,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Merkezefendi,Denizli,Merkezefendi,Denizli,Merkez,1271,2079,1,,12/06/12,Merkez,9,0,1,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Pamukkale,Denizli,Pamukkale,Denizli,Merkez,1271,1871,1,,12/06/12,Merkez,9,0,1,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Sarayköy,Denizli,Saraykoy,Denizli,Saraykoy,1597,1597,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Serinhisar,Denizli,Serinhisar,Denizli,Serinhisar,1840,1840,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Denizli,Tavas,Denizli,Tavas,Denizli,Tavas,1670,1670,1,,,,,0,0,19,20,TR-20,TR322,11804.19,950757,978700,NA,NA,1,2013
Diyarbakır,Bağlar,Diyarbakir,Baglar,Diyarbakir,Merkez,1284,2040,1,,03/22/08,Merkez,10,0,1,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Bismil,Diyarbakir,Bismil,Diyarbakir,Bismil,1195,1195,1,,,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Çermik,Diyarbakir,Cermik,Diyarbakir,Cermik,1249,1249,1,,,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Çınar,Diyarbakir,Cinar,Diyarbakir,Cinar,1253,1253,1,,,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Çüngüş,Diyarbakir,Cungus,Diyarbakir,Cungus,1263,1263,1,,,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Dicle,Diyarbakir,Dicle,Diyarbakir,Dicle,1278,1278,1,,,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Eğil,Diyarbakir,Egil,Diyarbakir,Egil,1791,1791,1,,,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Ergani,Diyarbakir,Ergani,Diyarbakir,Ergani,1315,1315,1,,,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Hani,Diyarbakir,Hani,Diyarbakir,Hani,1381,1381,1,,,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Hazro,Diyarbakir,Hazro,Diyarbakir,Hazro,1389,1389,1,,,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Kayapınar,Diyarbakir,Kayapinar,Diyarbakir,Merkez,1284,2041,1,,03/22/08,Merkez,10,0,1,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
Diyarbakır,Kocaköy,Diyarbakir,Kocakoy,Diyarbakir,Kocakoy,1962,1962,1,,05/20/90,,,0,0,17,21,TR-21,TRC22,15204.01,1362708,1635048,NA,NA,1,1993
